type,total_price,carat,price_per_carat,color,shape,length,width,height,clarity,cut,color_intensity,origin,treatment,cut_quality
Blue Sapphire,2620,2.62,1000,Purplish Blue,Radiant,8.36,6.78,4.82,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,Fair
White Sapphire,2620,2.62,1000,White,Oval,7.88,7.07,5.93,Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,2624,1.64,1600,Pink,Fancy,8.16,7.07,3.62,Very Slightly Included,Step Cut,Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,2624,1.64,1600,Pink,Emerald Cut,7.59,6.6,3.45,Very Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,2625,1.05,2500,Blue,Asscher - Octagon,5.86,5.83,3.63,Eye Clean,Asscher,Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,2625,1.75,1500,Pink,Pear,8.93,7.14,3.44,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Ruby,2625,0.75,3500,Red,Round,5.36,5.26,3.27,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Very Good
Padparadscha Sapphire,2626,1.01,2600,Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,7.52,4.87,3.14,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,Good
Pink Sapphire,2626,2.02,1300,Pink,Pear,8.8,6.75,4.24,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,2626,2.02,1300,Pink,Radiant,7.38,5.33,3.96,Eye Clean,Radiant Cut,Medium,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,2628,1.46,1800,Blue,Cushion,6.7,6.01,3.98,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,2628,1.46,1800,Blue,Emerald Cut,7.21,4.66,3.95,Eye Clean,Emerald Cut,Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,2628,1.46,1800,Purplish Pink,Emerald Cut,8.27,6.04,3.94,Very Slightly Included,Emerald Cut,Very Light,Ceylon (Sri Lanka),Heated,Very Good
Yellow Sapphire,2628,1.46,1800,Yellowish Green,Cushion,7.68,5.2,4.14,Eye Clean,Mixed Brilliant,Dark,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,2632,1.88,1400,Blue,Round,7.16,7.18,4.69,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Fair
Yellow Sapphire,2633,2.25,1170,Yellow,Emerald Cut,7.47,6.05,4.89,Very Slightly Included,Emerald Cut,Very Light,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,2634,4.39,600,Blue,Pear,12.61,8.15,5.68,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Poor
Pink Sapphire,2635,1.55,1700,Pink,Marquise,11.59,5.32,3.36,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Ruby,2639,0.91,2900,Red,Oval,4.52,6.53,3.29,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Very Good
Blue Sapphire,2640,0.8,3300,Blue,Cushion,5.44,4.72,3.24,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,2640,1.2,2200,Blue,Round,6.06,5.99,4,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Green Sapphire,2640,3.15,838,Green,Emerald Cut,9.87,6.83,4.73,Very Slightly Included,Emerald Cut,Vivid,Africa,No Enhancement,Fair
Pink Sapphire,2640,2.4,1100,Purplish Pink,Oval,7.85,6.29,5.58,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,2640,1.65,1600,Pink,Heart,6.41,7.63,4.37,Eye Clean,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),Heated,Very Good
Purple Sapphire,2640,1.65,1600,Purple,Heart,6.73,7.71,4.27,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2645,2.3,1150,Blue,Cushion,7.68,7.44,4.45,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,2646,0.98,2700,Blue,Round,6.02,5.96,3.65,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Pink Sapphire,2652,2.04,1300,Pink,Cushion,6.18,6.16,4.26,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,2652,1.56,1700,Pink,Oval,8.61,6.43,4.18,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Ruby,2652,0.68,3900,Red,Round,5.16,5.08,3.24,Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Very Good
Yellow Sapphire,2652,2.04,1300,Yellow,Oval,8.17,6.97,4.52,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Yellow Sapphire,2652,2.21,1200,Yellowish Green,Oval,8.54,6.73,5.18,Included,Mixed Brilliant,Medium Intense,Montana,No Enhancement,Good
Pink Sapphire,2655,2.95,900,Pink,Oval,9.54,7.43,5.03,Slightly Included,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,2656,1.66,1600,Greyish Blue,Pear,9.24,5.99,4.02,Very Slightly Included,Mixed Brilliant,Medium Intense,Montana,No Enhancement,Very Good
Ruby,2656,0.83,3200,Purplish Red,Cushion,5.57,5.09,2.83,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,Excellent
Blue Sapphire,2660,1.9,1400,Blue,Emerald Cut,8.01,5.58,4.35,Very Slightly Included,Emerald Cut,Vivid,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,2660,1.33,2000,Pink,Oval,7.5,6.21,3.46,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,2662,1.21,2200,Blue,Cushion,5.96,5.84,3.81,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2666,1.55,1720,Blue,Cushion,7.27,5.82,4.19,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,2668,1.16,2300,Blue,Round,6.06,5.95,4.12,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2668,3.8,702,Blue,Radiant,8.88,7.73,5.87,Slightly Included,Radiant Cut,Dark,Africa,No Enhancement,Fair
Ruby,2668,0.92,2900,Pinkish Red,Oval,7.01,4.3,2.89,Eye Clean,Mixed Brilliant,Vivid,Thailand (Siam),Heated,Very Good
Green Sapphire,2670,2.67,1000,Green,Cushion,8.04,6.8,4.91,Very Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,No Enhancement,Fair
Blue Sapphire,2672,1.67,1600,Blue,Cushion,6.75,6.74,3.92,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2673,0.99,2700,Blue,Asscher - Octagon,5.4,5.36,3.8,Eye Clean,Asscher,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,2673,1.98,1350,Blue,Oval,7.54,6.5,4.3,Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2673,0.99,2700,Blue,Round,5.64,5.59,3.98,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2673,0.99,2700,Blue,Emerald Cut,6.2,5.01,3.25,Eye Clean,Emerald Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,2673,0.99,2700,Blue,Cushion,6.66,4.78,3.53,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2675,1.07,2500,Blue,Round,6,5.94,3.94,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2675,1.07,2500,Blue,Round,6.08,6.04,3.81,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Green Sapphire,2675,3.2,836,Green,Emerald Cut,8.4,7.24,5.35,Very Slightly Included,Emerald Cut,Dark,Africa,No Enhancement,Very Good
Ruby,2675,1.07,2500,Red,Oval,7.29,5.27,3.15,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Blue Sapphire,2676,4.46,600,Blue,Cushion,9.08,8.17,6.59,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,2678,2.06,1300,Blue,Oval,7.78,6.94,4.53,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Ruby,2678,0.85,3151,Pinkish Red,Oval,7.14,4.87,2.86,Very Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Very Good
Blue Sapphire,2679,1.41,1900,Blue,Round,6.24,6.18,4.66,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Ruby,2679,1.41,1900,Red,Cushion,6.6,6.34,3.76,Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
White Sapphire,2680,2.68,1000,White,Cushion,7.93,7.46,4.81,Very Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,2683,3.12,860,Yellow,Marquise,12,4.91,3.35,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,2684,1.22,2200,Pinkish Purple,Radiant,5.95,5.88,3.68,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,2686,1.58,1700,Blue,Cushion,7.24,6.24,4.54,Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,2686,1.58,1700,Pink,Oval,8.15,6.57,3.69,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,2688,1.12,2400,Blue,Round,6.49,6.39,3.53,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Padparadscha Sapphire,2688,1.12,2400,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,7.12,4.99,3.94,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,2690,2.69,1000,Pink,Cushion,9.45,7.74,4.12,Very Slightly Included,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),Heated,Very Good
Yellow Sapphire,2690,2.69,1000,Yellowish Green,Pear,10.44,7.11,5,Eye Clean,Brilliant,Intense,Montana,No Enhancement,Fair
Yellow Sapphire,2691,2.07,1300,Yellow,Asscher - Octagon,6.69,6.61,5.16,Eye Clean,Asscher,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,2691,2.07,1300,Yellow,Emerald Cut,7.35,6.48,4.47,Eye Clean,Emerald Cut,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2693,1.87,1440,Color Change,Cushion,7.39,6.43,4.37,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,2698,1.42,1900,Blue,Cushion,5.87,5.76,4.68,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,2698,2.57,1050,Orangish Yellow,Radiant,8.04,6.9,4.75,Very Slightly Included,Radiant Cut,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,2699,2.07,1304,Blue,Marquise,10.61,5.62,4.4,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Poor
Blue Sapphire,2700,1.8,1500,Blue,Cushion,7.47,6.08,4.26,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2700,1,2700,Blue,Cushion,5.44,5.2,3.97,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,2700,1,2700,Blue,Cushion,6.82,4.91,3.24,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Excellent
Ruby,2700,1.8,1500,Red,Oval,7.68,5.92,4.43,Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Poor
Ruby,2700,0.9,3000,Red,Round,5.48,5.48,3.42,Very Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Very Good
White Sapphire,2700,3,900,White,Oval,9.46,7.43,5.16,Eye Clean,Mixed Brilliant,Colorless,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,2700,1.5,1800,Yellowish Green,Oval,7.41,6.08,4.13,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,2706,1.23,2200,Blue,Round,5.99,5.84,4.34,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,2716,1.94,1400,Blue,Oval,8.5,6.55,4.02,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,2717,1.43,1900,Blue,Heart,6.79,7.21,4.16,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2717,2.09,1300,Blue,Round,7.01,6.96,4.12,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Padparadscha Sapphire,2717,1.43,1900,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,7.06,6.65,4.01,Eye Clean,Mixed Brilliant,Intense,Madagascar,Heated,Fair
Yellow Sapphire,2717,2.09,1300,Orangish Yellow,Fancy,9.55,7.06,4.17,Very Slightly Included,Step Cut,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2718,1.51,1800,Blue,Cushion,8.18,6.72,3.98,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Very Good
White Sapphire,2718,3.02,900,White,Emerald Cut,8.96,7.22,4.85,Very Slightly Included,Emerald Cut,Colorless,Ceylon (Sri Lanka),Heated,Good
Green Sapphire,2719,3.09,880,Green,Cushion,9.45,8.12,4.99,Eye Clean,Mixed Brilliant,Intense,Madagascar,Heated,Fair
Blue Sapphire,2720,1.6,1700,Greyish Blue,Cushion,6.9,6.27,4.44,Very Slightly Included,Mixed Brilliant,Light,Montana,No Enhancement,Excellent
Green Sapphire,2720,2.42,1124,Green,Cushion,7.88,7.33,5.01,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,2720,1.6,1700,Pink,Oval,7.34,5.85,4.49,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Yellow Sapphire,2724,2.27,1200,Yellowish Green,Round,7.56,7.51,4.72,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Very Good
Green Sapphire,2727,3.03,900,Green,Cushion,9.22,7.54,4.96,Very Slightly Included,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,2727,2.02,1350,Yellowish Orange,Trillion,7.9,7.8,4.19,Very Slightly Included,Trillion Cut,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,2730,1.82,1500,Blue,Oval,7.44,6.39,4.67,Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Pink Sapphire,2730,1.3,2100,Pink,Cushion,6.18,6.03,3.74,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,2736,1.52,1800,Blue,Oval,7.87,6.32,3.5,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Yellow Sapphire,2736,2.28,1200,Yellow,Cushion,7.58,7.46,4.69,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,2737,1.19,2300,Blue,Emerald Cut,7,5.01,3.49,Eye Clean,Emerald Cut,Intense,Ceylon (Sri Lanka),Heated,Very Good
Padparadscha Sapphire,2737,1.19,2300,Padparadscha (Pinkish-Orange / Orangish-Pink),Round,6.14,6.08,3.92,Slightly Included,Mixed Brilliant,Vivid,Madagascar,No Enhancement,Good
Pink Sapphire,2737,1.19,2300,Pink,Emerald Cut,7.08,5.14,3.06,Very Slightly Included,Emerald Cut,Vivid,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,2740,2.74,1000,Blue,Oval,9.58,7.59,4.36,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Padparadscha Sapphire,2740,1.37,2000,Padparadscha (Pinkish-Orange / Orangish-Pink),Round,6.51,6.45,3.85,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,Good
Blue Sapphire,2743,2.15,1276,Blue,Oval,9.23,7.01,3.43,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,2743,2.11,1300,Yellow,Asscher - Octagon,6.83,6.77,4.47,Eye Clean,Asscher,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2744,1.96,1400,Blue,Round,7.25,7.24,4.86,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Pink Sapphire,2746,2.89,950,Purplish Pink,Cushion,8.33,7.97,4.74,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,2750,1.41,1950,Pinkish Purple,Radiant,7.32,5.47,3.84,Eye Clean,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,Excellent
Ruby,2750,1.1,2500,Purplish Red,Pear,7.57,5.38,3,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Pink Sapphire,2751,1.53,1798,Pink,Oval,8.09,6.04,3.6,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Pink Sapphire,2751,1.53,1798,Pink,Oval,7.72,6.34,3.83,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2752,1.72,1600,Blue,Trillion,7.16,8.32,4.2,Very Slightly Included,Trillion Cut,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Padparadscha Sapphire,2752,0.86,3200,Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,5.78,4.84,3.19,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,2754,1.02,2700,Blue,Round,6.27,6.12,3.62,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Yellow Sapphire,2756,2.12,1300,Yellow,Asscher - Octagon,6.99,6.96,4.59,Eye Clean,Asscher,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2758,1.97,1400,Blue,Oval,8.08,6.42,4.28,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,2758,1.97,1400,Pink,Radiant,6.96,6.15,4.4,Eye Clean,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2760,1.84,1500,Blue,Oval,7.01,5.77,5.33,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,2760,2.3,1200,Blue,Oval,7.84,6.73,5.54,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,2768,1.73,1600,Blue,Cushion,7.3,6.64,3.85,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,2768,2.05,1350,Pink,Pear,10.11,6.27,4.13,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,2768,1.73,1600,Pink,Cushion,7.79,5.94,4.31,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Yellow Sapphire,2768,2.05,1350,Orangish Yellow,Pear,9.43,7.21,4.11,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,2769,1.42,1950,Blue,Cushion,7.06,5.47,3.81,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Pink Sapphire,2770,2.77,1000,Pinkish Brown,Radiant,9.04,7.13,4.27,Eye Clean,Radiant Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,2771,1.63,1700,Greyish Blue,Trillion,7.25,7.46,3.91,Very Slightly Included,Trillion Cut,Medium Light,Montana,No Enhancement,Good
Blue Sapphire,2772,1.26,2200,Blue,Cushion,6.59,5.77,3.4,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Padparadscha Sapphire,2772,0.99,2800,Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,8.02,5.49,3.28,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Yellow Sapphire,2772,2.52,1100,Yellowish Green,Pear,8.72,6.88,5.43,Very Slightly Included,Mixed Brilliant,Vivid,Tanzania,No Enhancement,Fair
Blue Sapphire,2774,2.92,950,Purplish Blue,Radiant,8.66,7.18,4.94,Very Slightly Included,Radiant Cut,Medium,Ceylon (Sri Lanka),No Enhancement,Fair
Padparadscha Sapphire,2775,1.85,1500,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,7.58,5.86,5.38,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,2776,1.15,2414,Blue,Cushion,6.58,6.12,3.53,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Excellent
Pink Sapphire,2776,1.27,2186,Pink,Cushion,6.67,6.44,3,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,2780,1.81,1536,Blue,Pear,7.89,5.52,4.92,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,2781,1.03,2700,Blue,Round,6.35,6.26,3.53,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2781,2.06,1350,Blue,Cushion,6.99,6.49,4.99,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,2781,1.03,2700,Blue,Round,6.01,5.85,3.77,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Yellow Sapphire,2781,3.16,880,Greenish Yellow,Radiant,8.91,8.61,4.87,Very Slightly Included,Radiant Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,2782,2.14,1300,Pink,Oval,8.71,6.6,4.65,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Padparadscha Sapphire,2784,0.87,3200,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,6.41,5.28,2.74,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Excellent
Padparadscha Sapphire,2786,1.99,1400,Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,7.06,5.81,4.82,Very Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,No Enhancement,Poor
Yellow Sapphire,2786,1.99,1400,Yellow,Emerald Cut,7.48,5.61,4.37,Eye Clean,Step Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2788,1.43,1950,Blue,Cushion,6.48,5.59,4.5,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Purple Sapphire,2788,1.64,1700,Purple,Trillion,7.18,7.29,4.13,Slightly Included,Mixed Brilliant,Medium Intense,Tanzania,No Enhancement,Very Good
Blue Sapphire,2792,1.24,2252,Blue,Cushion,6,5.66,4.11,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2793,1.47,1900,Blue,Cushion,6.39,5.97,4.39,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,2794,1.27,2200,Blue,Cushion,6.32,5.58,3.7,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,2794,2.54,1100,Yellow,Round,8.49,8.43,4.86,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,2799,2.81,996,Yellow,Heart,8.48,8.25,5.18,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,2800,2,1400,Blue,Heart,7.85,7.62,4.43,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Green Sapphire,2800,1.6,1750,Green,Emerald Cut,8.2,5.29,3.54,Very Slightly Included,Emerald Cut,Intense,Madagascar,Heated,Very Good
Green Sapphire,2800,2.05,1366,Green,Emerald Cut,10.02,5.91,3.22,Very Slightly Included,Emerald Cut,Medium,Ceylon (Sri Lanka),No Enhancement,Very Good
Purple Sapphire,2800,2,1400,Purple,Oval,8.51,6.34,4.46,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,2805,1.87,1500,Yellow,Asscher - Octagon,6.41,6.16,5.15,Eye Clean,Asscher,Medium,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,2806,1.22,2300,Blue,Cushion,6.04,5.94,3.9,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,2806,1.22,2300,Purplish Pink,Emerald Cut,7.11,4.95,3.33,Eye Clean,Emerald Cut,Medium,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,2808,1.04,2700,Blue,Round,5.99,5.92,3.97,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,2808,1.17,2400,Blue,Oval,7.74,5.81,3.04,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,2808,1.17,2400,Pink,Asscher - Octagon,5.96,5.17,3.78,Very Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Pink Sapphire,2808,1.56,1800,Pink,Cushion,7.61,6.13,3.66,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Ruby,2808,1.17,2400,Red,Oval,8.08,6.13,2.56,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Poor
